fichier,segment_id,t_start_s,t_end_s,duree_ms,label
Audio_4,80,40.0,40.5,500,silence
Audio_4,81,40.5,41.0,500,silence
Audio_4,82,41.0,41.5,500,silence
Audio_4,83,41.5,42.0,500,silence
Audio_4,84,42.0,42.5,500,bruit_chasse
Audio_4,85,42.5,43.0,500,bruit_chasse
Audio_4,86,43.0,43.5,500,bruit_chasse
Audio_4,87,43.5,44.0,500,bruit_chasse
Audio_4,88,44.0,44.5,500,bruit_chasse
Audio_4,89,44.5,45.0,500,bruit_chasse
Audio_4,90,45.0,45.5,500,bruit_chasse
Audio_4,91,45.5,46.0,500,bruit_chasse
Audio_4,92,46.0,46.5,500,bruit_chasse
Audio_4,93,46.5,47.0,500,bruit_chasse
Audio_4,94,47.0,47.5,500,bruit_chasse
Audio_4,95,47.5,48.0,500,bruit_chasse
Audio_4,96,48.0,48.5,500,bruit_chasse
Audio_4,97,48.5,49.0,500,bruit_chasse
Audio_4,98,49.0,49.5,500,bruit_chasse
Audio_4,99,49.5,50.0,500,bruit_chasse
Audio_4,100,50.0,50.5,500,bruit_chasse
Audio_4,101,50.5,51.0,500,bruit_chasse
Audio_4,102,51.0,51.5,500,bruit_chasse
Audio_4,103,51.5,52.0,500,bruit_chasse
Audio_4,104,52.0,52.5,500,bruit_chasse
Audio_4,105,52.5,53.0,500,bruit_chasse
Audio_4,106,53.0,53.5,500,bruit_chasse
Audio_4,107,53.5,54.0,500,bruit_chasse
Audio_4,108,54.0,54.5,500,bruit_chasse
Audio_5,0,0.0,0.5,500,bruit_ambiant
Audio_5,1,0.5,1.0,500,bruit_ambiant
Audio_5,2,1.0,1.5,500,bruit_ambiant
Audio_5,3,1.5,2.0,500,bruit_ambiant
Audio_5,4,2.0,2.5,500,bruit_ambiant
Audio_5,5,2.5,3.0,500,bruit_ambiant
Audio_5,6,3.0,3.5,500,bruit_ambiant
Audio_5,7,3.5,4.0,500,bruit_ambiant
Audio_5,8,4.0,4.5,500,bruit_ambiant
Audio_5,9,4.5,5.0,500,bruit_ambiant
Audio_5,10,5.0,5.5,500,bruit_ambiant
Audio_5,11,5.5,6.0,500,bruit_ambiant
Audio_5,12,6.0,6.5,500,bruit_ambiant
Audio_5,13,6.5,7.0,500,bruit_ambiant
Audio_5,14,7.0,7.5,500,bruit_ambiant
Audio_5,15,7.5,8.0,500,bruit_ambiant
Audio_5,16,8.0,8.5,500,bruit_ambiant
Audio_5,17,8.5,9.0,500,bruit_ambiant
Audio_5,18,9.0,9.5,500,bruit_ambiant
Audio_5,19,9.5,10.0,500,bruit_ambiant
Audio_5,20,10.0,10.5,500,bruit_ambiant
Audio_5,21,10.5,11.0,500,bruit_ambiant
Audio_5,22,11.0,11.5,500,bruit_ambiant
Audio_5,23,11.5,12.0,500,bruit_ambiant
Audio_5,24,12.0,12.5,500,bruit_ambiant
Audio_5,25,12.5,13.0,500,bruit_ambiant
Audio_5,26,13.0,13.5,500,bruit_ambiant
Audio_5,27,13.5,14.0,500,bruit_ambiant
Audio_5,28,14.0,14.5,500,bruit_ambiant
Audio_5,29,14.5,15.0,500,bruit_ambiant
Audio_5,30,15.0,15.5,500,miction_active
Audio_5,31,15.5,16.0,500,miction_active
Audio_5,32,16.0,16.5,500,miction_active
Audio_5,33,16.5,17.0,500,miction_active
Audio_5,34,17.0,17.5,500,miction_active
Audio_5,35,17.5,18.0,500,miction_active
Audio_5,36,18.0,18.5,500,miction_active
Audio_5,37,18.5,19.0,500,miction_active
Audio_5,38,19.0,19.5,500,miction_active
Audio_5,39,19.5,20.0,500,miction_active
Audio_5,40,20.0,20.5,500,miction_active
Audio_5,41,20.5,21.0,500,miction_active
Audio_5,42,21.0,21.5,500,miction_active
Audio_5,43,21.5,22.0,500,miction_active
Audio_5,44,22.0,22.5,500,miction_active
Audio_5,45,22.5,23.0,500,miction_active
Audio_5,46,23.0,23.5,500,miction_active
Audio_5,47,23.5,24.0,500,miction_active
Audio_5,48,24.0,24.5,500,miction_active
Audio_5,49,24.5,25.0,500,miction_active
Audio_5,50,25.0,25.5,500,miction_active
Audio_5,51,25.5,26.0,500,miction_active
Audio_5,52,26.0,26.5,500,miction_active
Audio_5,53,26.5,27.0,500,miction_active
Audio_5,54,27.0,27.5,500,miction_active
Audio_5,55,27.5,28.0,500,miction_active
Audio_5,56,28.0,28.5,500,miction_active
Audio_5,57,28.5,29.0,500,miction_active
Audio_5,58,29.0,29.5,500,miction_active
Audio_5,59,29.5,30.0,500,miction_active
Audio_5,60,30.0,30.5,500,miction_active
Audio_5,61,30.5,31.0,500,miction_active
Audio_5,62,31.0,31.5,500,miction_active
Audio_5,63,31.5,32.0,500,miction_active
Audio_5,64,32.0,32.5,500,miction_active
Audio_5,65,32.5,33.0,500,miction_active
Audio_5,66,33.0,33.5,500,miction_active
Audio_5,67,33.5,34.0,500,miction_active
Audio_5,68,34.0,34.5,500,miction_active
Audio_5,69,34.5,35.0,500,miction_active
Audio_5,70,35.0,35.5,500,miction_active
Audio_5,71,35.5,36.0,500,miction_active
Audio_5,72,36.0,36.5,500,miction_active
Audio_5,73,36.5,37.0,500,miction_active
Audio_5,74,37.0,37.5,500,bruit_chasse
Audio_5,75,37.5,38.0,500,bruit_chasse
Audio_5,76,38.0,38.5,500,bruit_chasse
Audio_5,77,38.5,39.0,500,bruit_chasse
Audio_5,78,39.0,39.5,500,bruit_chasse
Audio_5,79,39.5,40.0,500,bruit_chasse
Audio_5,80,40.0,40.5,500,bruit_chasse
Audio_5,81,40.5,41.0,500,bruit_chasse
Audio_5,82,41.0,41.5,500,bruit_chasse
Audio_5,83,41.5,42.0,500,bruit_chasse
Audio_5,84,42.0,42.5,500,bruit_chasse
Audio_5,85,42.5,43.0,500,bruit_chasse
Audio_5,86,43.0,43.5,500,bruit_chasse
Audio_5,87,43.5,44.0,500,bruit_chasse
Audio_6,0,0.0,0.5,500,bruit_ambiant
Audio_6,1,0.5,1.0,500,bruit_ambiant
Audio_6,2,1.0,1.5,500,bruit_ambiant
Audio_6,3,1.5,2.0,500,bruit_ambiant
Audio_6,4,2.0,2.5,500,bruit_ambiant
Audio_6,5,2.5,3.0,500,bruit_ambiant
Audio_6,6,3.0,3.5,500,bruit_ambiant
Audio_6,7,3.5,4.0,500,bruit_ambiant
Audio_6,8,4.0,4.5,500,bruit_ambiant
Audio_6,9,4.5,5.0,500,bruit_ambiant
Audio_6,10,5.0,5.5,500,bruit_ambiant
Audio_6,11,5.5,6.0,500,bruit_ambiant
Audio_6,12,6.0,6.5,500,bruit_ambiant
Audio_6,13,6.5,7.0,500,bruit_ambiant
Audio_6,14,7.0,7.5,500,bruit_ambiant
Audio_6,15,7.5,8.0,500,bruit_ambiant
Audio_6,16,8.0,8.5,500,bruit_ambiant
Audio_6,17,8.5,9.0,500,bruit_ambiant
Audio_6,18,9.0,9.5,500,bruit_ambiant
Audio_6,19,9.5,10.0,500,bruit_ambiant
Audio_6,20,10.0,10.5,500,miction_active
Audio_6,21,10.5,11.0,500,miction_active
Audio_6,22,11.0,11.5,500,miction_active
Audio_6,23,11.5,12.0,500,miction_active
Audio_6,24,12.0,12.5,500,miction_active
Audio_6,25,12.5,13.0,500,miction_active
Audio_6,26,13.0,13.5,500,miction_active
Audio_6,27,13.5,14.0,500,miction_active
Audio_6,28,14.0,14.5,500,miction_active
Audio_6,29,14.5,15.0,500,miction_active
Audio_6,30,15.0,15.5,500,miction_active
Audio_6,31,15.5,16.0,500,miction_active
Audio_6,32,16.0,16.5,500,miction_active
Audio_6,33,16.5,17.0,500,miction_active
Audio_6,34,17.0,17.5,500,miction_active
Audio_6,35,17.5,18.0,500,miction_active
Audio_6,36,18.0,18.5,500,miction_active
Audio_6,37,18.5,19.0,500,miction_active
Audio_6,38,19.0,19.5,500,miction_active
Audio_6,39,19.5,20.0,500,miction_active
Audio_6,40,20.0,20.5,500,miction_active
Audio_6,41,20.5,21.0,500,miction_active
Audio_6,42,21.0,21.5,500,miction_active
Audio_6,43,21.5,22.0,500,miction_active
Audio_6,44,22.0,22.5,500,miction_active
Audio_6,45,22.5,23.0,500,miction_active
Audio_6,46,23.0,23.5,500,miction_active
Audio_6,47,23.5,24.0,500,miction_active
Audio_6,48,24.0,24.5,500,miction_active
Audio_6,49,24.5,25.0,500,miction_active
Audio_6,50,25.0,25.5,500,miction_active
Audio_6,51,25.5,26.0,500,miction_active
Audio_6,52,26.0,26.5,500,miction_active
Audio_6,53,26.5,27.0,500,miction_active
Audio_6,54,27.0,27.5,500,miction_active
Audio_7,0,0.0,0.5,500,bruit_ambiant
Audio_7,1,0.5,1.0,500,bruit_ambiant
Audio_7,2,1.0,1.5,500,bruit_ambiant
Audio_7,3,1.5,2.0,500,bruit_ambiant
Audio_7,4,2.0,2.5,500,bruit_ambiant
Audio_7,5,2.5,3.0,500,bruit_ambiant
Audio_7,6,3.0,3.5,500,bruit_ambiant
Audio_7,7,3.5,4.0,500,bruit_ambiant
Audio_7,8,4.0,4.5,500,bruit_ambiant
Audio_7,9,4.5,5.0,500,bruit_ambiant
Audio_7,10,5.0,5.5,500,bruit_ambiant
Audio_7,11,5.5,6.0,500,bruit_ambiant
Audio_7,12,6.0,6.5,500,bruit_ambiant
Audio_7,13,6.5,7.0,500,bruit_ambiant
Audio_7,14,7.0,7.5,500,bruit_ambiant
Audio_7,15,7.5,8.0,500,bruit_ambiant
Audio_7,16,8.0,8.5,500,bruit_ambiant
Audio_7,17,8.5,9.0,500,bruit_ambiant
Audio_7,18,9.0,9.5,500,bruit_ambiant
Audio_7,19,9.5,10.0,500,bruit_ambiant
Audio_7,20,10.0,10.5,500,bruit_ambiant
Audio_7,21,10.5,11.0,500,bruit_ambiant
Audio_7,22,11.0,11.5,500,bruit_ambiant
Audio_7,23,11.5,12.0,500,bruit_ambiant
Audio_7,24,12.0,12.5,500,miction_active
Audio_7,25,12.5,13.0,500,miction_active
Audio_7,26,13.0,13.5,500,miction_active
Audio_7,27,13.5,14.0,500,miction_active
Audio_7,28,14.0,14.5,500,miction_active
Audio_7,29,14.5,15.0,500,miction_active
Audio_7,30,15.0,15.5,500,miction_active
Audio_7,31,15.5,16.0,500,miction_active
Audio_7,32,16.0,16.5,500,miction_active
Audio_7,33,16.5,17.0,500,miction_active
Audio_7,34,17.0,17.5,500,miction_active
Audio_7,35,17.5,18.0,500,miction_active
Audio_7,36,18.0,18.5,500,miction_active
Audio_7,37,18.5,19.0,500,miction_active
Audio_7,38,19.0,19.5,500,miction_active
Audio_7,39,19.5,20.0,500,miction_active
Audio_7,40,20.0,20.5,500,miction_active
Audio_7,41,20.5,21.0,500,miction_active
Audio_7,42,21.0,21.5,500,miction_active
Audio_7,43,21.5,22.0,500,miction_active
Audio_7,44,22.0,22.5,500,miction_active
Audio_7,45,22.5,23.0,500,miction_active
Audio_7,46,23.0,23.5,500,miction_active
Audio_7,47,23.5,24.0,500,miction_active
Audio_7,48,24.0,24.5,500,miction_active
Audio_7,49,24.5,25.0,500,miction_active
Audio_7,50,25.0,25.5,500,miction_active
Audio_7,51,25.5,26.0,500,miction_active
Audio_7,52,26.0,26.5,500,miction_active
Audio_7,53,26.5,27.0,500,miction_active
Audio_7,54,27.0,27.5,500,miction_active
Audio_7,55,27.5,28.0,500,miction_active
Audio_7,56,28.0,28.5,500,miction_active
Audio_7,57,28.5,29.0,500,miction_active
Audio_7,58,29.0,29.5,500,miction_active
Audio_7,59,29.5,30.0,500,miction_active
Audio_7,60,30.0,30.5,500,miction_active
Audio_7,61,30.5,31.0,500,miction_active
Audio_7,62,31.0,31.5,500,bruit_ambiant
Audio_7,63,31.5,32.0,500,bruit_ambiant
Audio_7,64,32.0,32.5,500,bruit_ambiant
Audio_7,65,32.5,33.0,500,bruit_ambiant
Audio_7,66,33.0,33.5,500,bruit_ambiant
Audio_7,67,33.5,34.0,500,bruit_ambiant
Audio_7,68,34.0,34.5,500,bruit_ambiant
Audio_7,69,34.5,35.0,500,bruit_ambiant
Audio_7,70,35.0,35.5,500,bruit_ambiant
Audio_7,71,35.5,36.0,500,bruit_ambiant
Audio_7,72,36.0,36.5,500,bruit_ambiant
Audio_7,73,36.5,37.0,500,bruit_ambiant
Audio_7,74,37.0,37.5,500,bruit_ambiant
Audio_7,75,37.5,38.0,500,bruit_ambiant
Audio_7,76,38.0,38.5,500,bruit_ambiant
Audio_7,77,38.5,39.0,500,bruit_ambiant
Audio_7,78,39.0,39.5,500,bruit_ambiant
Audio_7,79,39.5,40.0,500,bruit_ambiant
Audio_7,80,40.0,40.5,500,bruit_chasse
Audio_7,81,40.5,41.0,500,bruit_chasse
Audio_7,82,41.0,41.5,500,bruit_chasse
Audio_7,83,41.5,42.0,500,bruit_chasse
Audio_7,84,42.0,42.5,500,bruit_chasse
Audio_8,0,0.0,0.5,500,silence
Audio_8,1,0.5,1.0,500,silence
Audio_8,2,1.0,1.5,500,silence
Audio_8,3,1.5,2.0,500,silence
Audio_8,4,2.0,2.5,500,silence
Audio_8,5,2.5,3.0,500,silence
Audio_8,6,3.0,3.5,500,silence
Audio_8,7,3.5,4.0,500,silence
Audio_8,8,4.0,4.5,500,silence
Audio_8,9,4.5,5.0,500,silence
Audio_8,10,5.0,5.5,500,silence
Audio_8,11,5.5,6.0,500,silence
Audio_8,12,6.0,6.5,500,silence
Audio_8,13,6.5,7.0,500,silence
Audio_8,14,7.0,7.5,500,miction_active
Audio_8,15,7.5,8.0,500,miction_active
Audio_8,16,8.0,8.5,500,miction_active
Audio_8,17,8.5,9.0,500,miction_active
Audio_8,18,9.0,9.5,500,miction_active
Audio_8,19,9.5,10.0,500,miction_active
Audio_8,20,10.0,10.5,500,miction_active
Audio_8,21,10.5,11.0,500,miction_active
Audio_8,22,11.0,11.5,500,miction_active
Audio_8,23,11.5,12.0,500,miction_active
Audio_8,24,12.0,12.5,500,miction_active
Audio_8,25,12.5,13.0,500,miction_active
Audio_8,26,13.0,13.5,500,miction_active
Audio_8,27,13.5,14.0,500,miction_active
Audio_8,28,14.0,14.5,500,miction_active
Audio_8,29,14.5,15.0,500,miction_active
Audio_8,30,15.0,15.5,500,miction_active
Audio_8,31,15.5,16.0,500,miction_active
Audio_8,32,16.0,16.5,500,miction_active
Audio_8,33,16.5,17.0,500,miction_active
Audio_8,34,17.0,17.5,500,miction_active
Audio_8,35,17.5,18.0,500,miction_active
Audio_8,36,18.0,18.5,500,miction_active
Audio_8,37,18.5,19.0,500,miction_active
Audio_8,38,19.0,19.5,500,miction_active
Audio_8,39,19.5,20.0,500,miction_active
Audio_8,40,20.0,20.5,500,miction_active
Audio_8,41,20.5,21.0,500,miction_active
Audio_8,42,21.0,21.5,500,miction_active
Audio_8,43,21.5,22.0,500,miction_active
Audio_8,44,22.0,22.5,500,miction_active
Audio_8,45,22.5,23.0,500,miction_active
Audio_8,46,23.0,23.5,500,miction_active
Audio_8,47,23.5,24.0,500,miction_active
Audio_8,48,24.0,24.5,500,miction_active
Audio_8,49,24.5,25.0,500,miction_active
Audio_8,50,25.0,25.5,500,miction_active
Audio_8,51,25.5,26.0,500,miction_active
Audio_8,52,26.0,26.5,500,miction_active
Audio_8,53,26.5,27.0,500,miction_active
Audio_8,54,27.0,27.5,500,miction_active
Audio_8,55,27.5,28.0,500,miction_active
Audio_8,56,28.0,28.5,500,silence
Audio_8,57,28.5,29.0,500,silence
Audio_8,58,29.0,29.5,500,silence
Audio_8,59,29.5,30.0,500,silence
Audio_8,60,30.0,30.5,500,silence
Audio_8,61,30.5,31.0,500,silence
Audio_8,62,31.0,31.5,500,silence
Audio_8,63,31.5,32.0,500,silence
Audio_8,64,32.0,32.5,500,silence
Audio_8,65,32.5,33.0,500,silence
Audio_8,66,33.0,33.5,500,silence
Audio_8,67,33.5,34.0,500,silence
Audio_8,68,34.0,34.5,500,silence
Audio_8,69,34.5,35.0,500,silence
Audio_8,70,35.0,35.5,500,bruit_chasse
Audio_8,71,35.5,36.0,500,bruit_chasse
Audio_8,72,36.0,36.5,500,bruit_chasse
Audio_8,73,36.5,37.0,500,bruit_chasse
Audio_8,74,37.0,37.5,500,bruit_chasse
Audio_8,75,37.5,38.0,500,bruit_chasse
Audio_8,76,38.0,38.5,500,bruit_chasse
Audio_8,77,38.5,39.0,500,bruit_chasse
Audio_8,78,39.0,39.5,500,bruit_chasse
Audio_8,79,39.5,40.0,500,bruit_chasse
Audio_8,80,40.0,40.5,500,bruit_chasse
Audio_8,81,40.5,41.0,500,bruit_chasse
Audio_8,82,41.0,41.5,500,bruit_chasse
Audio_8,83,41.5,42.0,500,bruit_chasse
Audio_8,84,42.0,42.5,500,bruit_chasse
Audio_9,0,0.0,0.5,500,bruit_ambiant
Audio_9,1,0.5,1.0,500,bruit_ambiant
Audio_9,2,1.0,1.5,500,bruit_ambiant
Audio_9,3,1.5,2.0,500,bruit_ambiant
Audio_9,4,2.0,2.5,500,bruit_ambiant
Audio_9,5,2.5,3.0,500,bruit_ambiant
Audio_9,6,3.0,3.5,500,bruit_ambiant
Audio_9,7,3.5,4.0,500,bruit_ambiant
Audio_9,8,4.0,4.5,500,bruit_ambiant
Audio_9,9,4.5,5.0,500,bruit_ambiant
Audio_9,10,5.0,5.5,500,bruit_ambiant
Audio_9,11,5.5,6.0,500,bruit_ambiant
Audio_9,12,6.0,6.5,500,bruit_ambiant
Audio_9,13,6.5,7.0,500,bruit_ambiant
Audio_9,14,7.0,7.5,500,bruit_ambiant
Audio_9,15,7.5,8.0,500,bruit_ambiant
Audio_9,16,8.0,8.5,500,bruit_ambiant
Audio_9,17,8.5,9.0,500,bruit_ambiant
Audio_9,18,9.0,9.5,500,bruit_ambiant
Audio_9,19,9.5,10.0,500,bruit_ambiant
Audio_9,20,10.0,10.5,500,miction_active
Audio_9,21,10.5,11.0,500,miction_active
Audio_9,22,11.0,11.5,500,miction_active
Audio_9,23,11.5,12.0,500,miction_active
Audio_9,24,12.0,12.5,500,miction_active
Audio_9,25,12.5,13.0,500,miction_active
Audio_9,26,13.0,13.5,500,miction_active
Audio_9,27,13.5,14.0,500,miction_active
Audio_9,28,14.0,14.5,500,miction_active
Audio_9,29,14.5,15.0,500,miction_active
Audio_9,30,15.0,15.5,500,miction_active
Audio_9,31,15.5,16.0,500,miction_active
Audio_9,32,16.0,16.5,500,miction_active
Audio_9,33,16.5,17.0,500,miction_active
Audio_9,34,17.0,17.5,500,miction_active
Audio_9,35,17.5,18.0,500,miction_active
Audio_9,36,18.0,18.5,500,miction_active
Audio_9,37,18.5,19.0,500,miction_active
Audio_9,38,19.0,19.5,500,miction_active
Audio_9,39,19.5,20.0,500,miction_active
Audio_9,40,20.0,20.5,500,miction_active
Audio_9,41,20.5,21.0,500,miction_active
Audio_9,42,21.0,21.5,500,miction_active
Audio_9,43,21.5,22.0,500,miction_active
Audio_9,44,22.0,22.5,500,miction_active
Audio_9,45,22.5,23.0,500,miction_active
Audio_9,46,23.0,23.5,500,miction_active
Audio_9,47,23.5,24.0,500,miction_active
Audio_9,48,24.0,24.5,500,miction_active
Audio_9,49,24.5,25.0,500,miction_active
Audio_9,50,25.0,25.5,500,miction_active
Audio_9,51,25.5,26.0,500,miction_active
Audio_9,52,26.0,26.5,500,miction_active
Audio_9,53,26.5,27.0,500,miction_active
Audio_9,54,27.0,27.5,500,miction_active
Audio_9,55,27.5,28.0,500,miction_active
Audio_9,56,28.0,28.5,500,miction_active
Audio_9,57,28.5,29.0,500,miction_active
Audio_9,58,29.0,29.5,500,bruit_chasse
Audio_9,59,29.5,30.0,500,bruit_chasse
Audio_9,60,30.0,30.5,500,bruit_chasse
Audio_9,61,30.5,31.0,500,bruit_chasse
Audio_9,62,31.0,31.5,500,bruit_chasse
Audio_9,63,31.5,32.0,500,bruit_chasse
Audio_9,64,32.0,32.5,500,bruit_chasse
Audio_9,65,32.5,33.0,500,bruit_chasse
Audio_9,66,33.0,33.5,500,bruit_chasse
Audio_9,67,33.5,34.0,500,bruit_chasse
Audio_9,68,34.0,34.5,500,bruit_chasse
Audio_9,69,34.5,35.0,500,bruit_chasse
Audio_9,70,35.0,35.5,500,bruit_chasse
Audio_9,71,35.5,36.0,500,bruit_chasse
Audio_9,72,36.0,36.5,500,bruit_chasse
Bruit de pipi (mp3cut.net),0,0.0,0.5,500,miction_active
Bruit de pipi (mp3cut.net),1,0.5,1.0,500,miction_active
Bruit de pipi (mp3cut.net),2,1.0,1.5,500,miction_active
Bruit de pipi (mp3cut.net),3,1.5,2.0,500,miction_active
Bruit de pipi (mp3cut.net),4,2.0,2.5,500,miction_active
Bruit de pipi (mp3cut.net),5,2.5,3.0,500,miction_active
Bruit de pipi (mp3cut.net),6,3.0,3.5,500,miction_active
Bruit de pipi (mp3cut.net),7,3.5,4.0,500,miction_active
Bruit de pipi (mp3cut.net),8,4.0,4.5,500,miction_active
Bruit de pipi (mp3cut.net),9,4.5,5.0,500,miction_active
Bruit de pipi (mp3cut.net),10,5.0,5.5,500,miction_active
Bruit de pipi (mp3cut.net),11,5.5,6.0,500,miction_active
Bruit de pipi (mp3cut.net),12,6.0,6.5,500,miction_active
Bruit de pipi (mp3cut.net),13,6.5,7.0,500,miction_active
Bruit de pipi (mp3cut.net),14,7.0,7.5,500,miction_active
Bruit de pipi (mp3cut.net),15,7.5,8.0,500,miction_active
Bruit de pipi (mp3cut.net),16,8.0,8.5,500,miction_active
Bruit de pipi (mp3cut.net),17,8.5,9.0,500,miction_active
Bruit de pipi (mp3cut.net),18,9.0,9.5,500,miction_active
Bruit de pipi (mp3cut.net),19,9.5,10.0,500,miction_active
Bruit de pipi (mp3cut.net),20,10.0,10.5,500,miction_active
Bruit de pipi (mp3cut.net),21,10.5,11.0,500,miction_active
Bruit de pipi (mp3cut.net),22,11.0,11.5,500,miction_active
Bruit de pipi (mp3cut.net),23,11.5,12.0,500,miction_active
Bruit de pipi (mp3cut.net),24,12.0,12.5,500,miction_active
Bruit de pipi (mp3cut.net),25,12.5,13.0,500,miction_active
Bruit de pipi (mp3cut.net),26,13.0,13.5,500,miction_active
Bruit de pipi (mp3cut.net),27,13.5,14.0,500,miction_active
Bruit de pipi (mp3cut.net),28,14.0,14.5,500,miction_active
Bruit de pipi (mp3cut.net),29,14.5,15.0,500,miction_active
Bruit de pipi (mp3cut.net),30,15.0,15.5,500,miction_active
Bruit de pipi (mp3cut.net),31,15.5,16.0,500,miction_active
Bruit de pipi (mp3cut.net),32,16.0,16.5,500,miction_active
Bruit de pipi (mp3cut.net),33,16.5,17.0,500,miction_active
Bruit de pipi (mp3cut.net),34,17.0,17.5,500,miction_active
Bruit de pipi (mp3cut.net),35,17.5,18.0,500,miction_active
Bruit de pipi (mp3cut.net),36,18.0,18.5,500,miction_active
Bruit de pipi (mp3cut.net),37,18.5,19.0,500,miction_active
Bruit de pipi (mp3cut.net),38,19.0,19.5,500,miction_active
Bruit de pipi (mp3cut.net),39,19.5,20.0,500,miction_active
Bruit de pipi (mp3cut.net),40,20.0,20.5,500,miction_active
Bruit de pipi (mp3cut.net),41,20.5,21.0,500,miction_active
Bruit de pipi (mp3cut.net),42,21.0,21.5,500,miction_active
Bruit de pipi (mp3cut.net),43,21.5,22.0,500,miction_active
Bruit de pipi (mp3cut.net),44,22.0,22.5,500,miction_active
Bruit de pipi (mp3cut.net),45,22.5,23.0,500,miction_active
Bruit de pipi (mp3cut.net),46,23.0,23.5,500,miction_active
Bruit de pipi (mp3cut.net),47,23.5,24.0,500,miction_active
Bruit de pipi (mp3cut.net),48,24.0,24.5,500,miction_active
Bruit de pipi (mp3cut.net),49,24.5,25.0,500,miction_active
Bruit de pipi (mp3cut.net),50,25.0,25.5,500,miction_active
Bruit de pipi (mp3cut.net),51,25.5,26.0,500,miction_active
Bruit de pipi (mp3cut.net),52,26.0,26.5,500,miction_active
Bruit de pipi (mp3cut.net),53,26.5,27.0,500,miction_active
Bruit de pipi (mp3cut.net),54,27.0,27.5,500,silence
Bruit de pipi (mp3cut.net),55,27.5,28.0,500,silence
Bruit de pipi (mp3cut.net),56,28.0,28.5,500,silence
Bruit de pipi (mp3cut.net),57,28.5,29.0,500,silence
Bruit de pipi (mp3cut.net),58,29.0,29.5,500,silence
Bruit de pipi (mp3cut.net),59,29.5,30.0,500,silence
Bruit de pipi (mp3cut.net),60,30.0,30.5,500,silence
Bruit de pipi (mp3cut.net),61,30.5,31.0,500,silence
Bruit de pipi (mp3cut.net),62,31.0,31.5,500,silence
Bruit de pipi (mp3cut.net),63,31.5,32.0,500,silence
Bruit de pipi (mp3cut.net),64,32.0,32.5,500,silence
Bruit de pipi (mp3cut.net),65,32.5,33.0,500,silence
